ParkName,State,partySize,RateType,Equipment
Porters Lake,NS ,2,Full,ST
Graves Island,NS ,4,Full,Tents
Laurie,NS ,3,Full,ST
Porters Lake,ON ,1,Full,ST
Salsman,QC ,2,Full,LT20ft
Rissers Beach,NS ,2,Senior,LT30ft
Whycocomagh,ON ,2,Full,ST
Mira River,BC ,4,Full,LT30ft
Valleyview,NS ,2,Full,ST
Whycocomagh,ON ,3,Full,LT30ft
Porters Lake,NS ,2,Full,ST
Rissers Beach,NS ,2,Senior,LT40ft
Graves Island,NS ,3,Full,ST
Blomidon,NB ,2,Full,ST
Ellenwood Lake,NS ,3,Full,LT30ft
Dollar Lake,NS ,1,Full,ST
Graves Island,NS ,2,Full,LT20ft
Blomidon,NS ,1,Full,ST
Graves Island,NS ,4,Full,LT30ft
Thomas Raddall,NS ,3,Full,LT20ft
Thomas Raddall,NS ,1,Full,ST
Whycocomagh,QC ,4,Full,LT30ft
Mira River,NS ,9,Full,ST
Rissers Beach,NS ,2,Senior,LT30ft
Mira River,NS ,2,Full,ST
Blomidon,QC ,2,Full,LT20ft
Boylston,NS ,1,Full,ST
Porters Lake,NS ,2,Veteran,ST
Cape Chignecto,NS ,1,Veteran,ST
The Islands,NS ,3,Full,LT20ft
Graves Island,QC ,1,Full,ST
Laurie,NS ,2,Full,LT30ft
Mira River,NS ,6,Full,Tents
Amherst Shore,AB ,4,Full,LT30ft
Porters Lake,NS ,3,Full,ST
Amherst Shore,NS ,4,Full,ST
Graves Island,ON ,2,Full,ST
Valleyview,NB ,2,Full,ST
Caribou Munroes,QC ,4,Full,ST
Graves Island,NS ,2,Senior,LT20ft
Mira River,BC ,2,Senior,LT20ft
Whycocomagh,NS ,4,Full,Tents
Caribou Munroes,NS ,2,Full,LT30ft
Thomas Raddall,NS ,4,Full,Tents
Mira River,QC ,2,Full,ST
Amherst Shore,NS ,5,Full,LT20ft
Salsman,NS ,2,Senior,LT30ft
Caribou Munroes,QC ,2,Full,ST
Blomidon,NS ,3,Full,LT20ft
Porters Lake,NS ,2,Full,LT20ft
Laurie,NS ,4,Full,ST
Thomas Raddall,NS ,3,Full,LT20ft
Porters Lake,NS ,4,Full,LT30ft
Mira River,NB ,5,Full,Tents
Rissers Beach,NS ,3,Full,LT30ft
Laurie,NS ,3,Full,LT20ft
Mira River,ON ,2,Full,LT20ft
Amherst Shore,NS ,6,Full,ST
Amherst Shore,ON ,3,Full,LT30ft
Graves Island,NS ,4,Full,LT40ft
Mira River,NS ,4,Full,ST
Thomas Raddall,NS ,6,Full,ST
Mira River,ON ,2,Full,LT30ft
Blomidon,NS ,2,Full,ST
Five Islands,QC ,2,Senior,ST
Whycocomagh,NB ,2,Full,ST
Smileys,NS ,2,Full,LT30ft
Caribou Munroes,NS ,2,Full,LT20ft
Thomas Raddall,NS ,5,Full,LT20ft
Mira River,NS ,4,Full,LT30ft
Ellenwood Lake,NS ,2,Full,ST
Blomidon,NS ,5,Full,ST
Smileys,NS ,3,Full,LT30ft
Five Islands,ON ,3,Full,LT40ft
Smileys,NS ,5,Full,LT30ft
Caribou Munroes,QC ,2,Full,ST
Boylston,NS ,2,Senior,LT20ft
Battery,NS ,5,Full,ST
Valleyview,ON ,1,Full,ST
Amherst Shore,ON ,3,Full,Tents
Boylston,PE ,2,Full,ST
Thomas Raddall,NS ,3,Full,ST
Blomidon,QC ,2,Full,ST
Thomas Raddall,NS ,2,Full,ST
Five Islands,NB ,1,Full,ST
Blomidon,NS ,2,Full,LT20ft
Blomidon,NS ,2,Full,ST
Battery,NS ,1,Senior,ST
Graves Island,NS ,4,Full,ST
Smileys,NS ,2,Full,ST
Smileys,NS ,2,Full,LT40ft
Smileys,NS ,2,Full,ST
Thomas Raddall,ON ,2,Full,ST
Boylston,QC ,2,Full,LT30ft
Blomidon,ON ,1,Full,ST
Graves Island,NS ,2,Full,LT20ft
Rissers Beach,NS ,5,Full,LT20ft
Salsman,NS ,4,Full,LT20ft
Porters Lake,NS ,2,Senior,Tents
Mira River,NS ,4,Full,LT30ft
Blomidon,NS ,3,Full,LT30ft
Caribou Munroes,NS ,2,Full,LT20ft
Graves Island,QC ,2,Full,LT20ft
Caribou Munroes,ON ,2,Senior,LT20ft
Caribou Munroes,AB ,3,Full,ST
Mira River,NS ,3,Full,ST
Smileys,NS ,2,Full,LT20ft
Mira River,NS ,6,Full,LT20ft
Battery,ON ,2,Full,ST
Whycocomagh,QC ,2,Full,LT30ft
Mira River,NS ,1,Full,LT20ft
Thomas Raddall,NS ,4,Full,ST
Amherst Shore,QC ,2,Full,ST
Rissers Beach,NS ,2,Full,ST
Graves Island,NS ,2,Senior,LT20ft
Mira River,NS ,4,Full,LT40ft
Dollar Lake,NS ,5,Full,ST
Rissers Beach,NS ,2,Full,LT20ft
Laurie,BC ,2,Full,LT30ft
Thomas Raddall,NS ,6,Full,Tents
Battery,ON ,1,Full,ST
Graves Island,NS ,1,Full,ST
Rissers Beach,AB ,4,Full,LT30ft
Whycocomagh,NS ,2,Full,Tents
Amherst Shore,ON ,2,Full,ST
Amherst Shore,NS ,4,Full,LT20ft
Porters Lake,NS ,3,Full,ST
Mira River,NL ,3,Full,LT20ft
Caribou Munroes,NS ,2,Full,ST
Caribou Munroes,QC ,2,Full,ST
Battery,NS ,2,Senior,ST
The Islands,QC ,1,Full,ST
Rissers Beach,NS ,2,Senior,LT20ft
Graves Island,NS ,2,Full,LT30ft
Dollar Lake,NS ,2,Full,Tents
Rissers Beach,NS ,3,Full,ST
Amherst Shore,NS ,6,Full,Tents
Rissers Beach,NS ,2,Full,LT30ft
Smileys,NS ,2,Full,LT30ft
Rissers Beach,AB ,2,Full,ST
Rissers Beach,NS ,3,Full,LT20ft
Graves Island,NS ,3,Full,Greater than 40ft
Caribou Munroes,NS ,2,Full,LT20ft
Whycocomagh,BC ,2,Full,LT20ft
Dollar Lake,NS ,5,Full,Tents
Blomidon,ON ,4,Full,ST
Thomas Raddall,NS ,4,Full,LT20ft
Blomidon,NS ,4,Full,Tents
Caribou Munroes,NS ,4,Full,LT30ft
Rissers Beach,NS ,4,Full,LT30ft
Dollar Lake,NS ,1,Full,ST
Smileys,NS ,2,Full,LT30ft
Amherst Shore,ON ,2,Senior,ST
Mira River,NS ,5,Full,ST
The Islands,NS ,2,Veteran,LT30ft
Porters Lake,NS ,4,Full,LT30ft
Blomidon,AB ,2,Senior,ST
Porters Lake,NS ,4,Full,Tents
Whycocomagh,PE ,2,Full,Tents
The Islands,NS ,1,Senior,ST
Blomidon,NS ,2,Full,ST
Rissers Beach,NS ,3,Full,ST
Porters Lake,NS ,4,Full,LT20ft
Rissers Beach,NS ,4,Full,LT30ft
Graves Island,ON ,2,Full,LT20ft
Thomas Raddall,NS ,2,Veteran,ST
Five Islands,ON ,4,Full,ST
Graves Island,NS ,6,Senior,Tents
Amherst Shore,NS ,2,Full,LT20ft
Five Islands,NS ,6,Full,LT20ft
Mira River,QC ,5,Full,LT30ft
Five Islands,NS ,2,Full,ST
Porters Lake,NS ,4,Full,Tents
Graves Island,NS ,2,Full,LT30ft
Caribou Munroes,NS ,6,Full,ST
Whycocomagh,NS ,2,Full,LT30ft
Thomas Raddall,NS ,2,Full,ST
Caribou Munroes,NS ,4,Full,LT20ft
Graves Island,NS ,2,Full,ST
Porters Lake,NS ,3,Full,ST
Blomidon,NS ,3,Full,ST
Mira River,QC ,4,Full,LT30ft
Battery,NS ,2,Full,ST
Laurie,NS ,3,Full,LT20ft
Caribou Munroes,QC ,4,Full,LT20ft
Smileys,NS ,3,Full,LT20ft
Dollar Lake,NS ,2,Full,ST
Dollar Lake,NS ,2,Full,ST
Dollar Lake,NS ,3,Full,LT20ft
Mira River,NS ,4,Full,LT30ft
Dollar Lake,NS ,8,Full,ST
Valleyview,NS ,5,Full,LT30ft
Rissers Beach,NS ,3,Full,LT30ft
Graves Island,AB ,1,Full,ST
Ellenwood Lake,AB ,2,Full,ST
Blomidon,QC ,4,Full,ST
Mira River,NS ,4,Full,LT40ft
Rissers Beach,NS ,4,Full,LT30ft
Rissers Beach,NS ,6,Full,LT20ft
Mira River,NS ,5,Full,ST
Caribou Munroes,NS ,2,Full,ST
Laurie,NS ,2,Full,Tents
Amherst Shore,NS ,3,Full,ST
Dollar Lake,NS ,4,Full,ST
Battery,ON ,2,Senior,ST
Smileys,NS ,4,Full,ST
Boylston,NS ,4,Full,Tents
Blomidon,NS ,3,Full,ST
Ellenwood Lake,NS ,5,Full,Tents
Porters Lake,NS ,2,Full,ST
Rissers Beach,NS ,2,Senior,LT20ft
Mira River,QC ,2,Full,LT20ft
Rissers Beach,NS ,2,Full,LT30ft
Graves Island,ON ,2,Full,ST
Boylston,NS ,2,Full,ST
Rissers Beach,NS ,2,Full,LT20ft
Mira River,NS ,4,Full,LT30ft
Caribou Munroes,QC ,2,Full,LT30ft
Dollar Lake,NS ,2,Full,ST
Valleyview,NS ,7,Full,ST
Caribou Munroes,NS ,4,Full,LT20ft
Caribou Munroes,NS ,2,Full,ST
Dollar Lake,NS ,4,Full,ST
Ellenwood Lake,NS ,3,Full,ST
Blomidon,ON ,2,Full,ST
Rissers Beach,NS ,3,Full,ST
Caribou Munroes,NB ,4,Full,LT20ft
Mira River,NS ,6,Full,Tents
Porters Lake,QC ,2,Full,ST
Graves Island,NS ,6,Full,Tents
Whycocomagh,ON ,2,Full,ST
Mira River,NS ,5,Full,LT30ft
Cape Chignecto,NS ,2,Full,ST
Rissers Beach,NS ,4,Senior,LT40ft
Ellenwood Lake,NS ,1,Full,ST
Rissers Beach,NS ,2,Full,ST
Graves Island,NS ,2,Full,Tents
Smileys,NS ,2,Senior,LT40ft
Cape Chignecto,NB ,3,Full,ST
Graves Island,NS ,2,Full,LT30ft
Amherst Shore,NS ,2,Senior,ST
Smileys,NS ,1,Full,ST
Amherst Shore,NS ,2,Full,LT30ft
Five Islands,NS ,2,Full,ST
Boylston,ON ,3,Senior,ST
Smileys,NS ,5,Full,LT40ft
Mira River,NB ,2,Senior,LT20ft
Dollar Lake,NS ,2,Full,ST
Porters Lake,NB ,2,Senior,ST
Five Islands,NS ,2,Full,ST
The Islands,NS ,2,Full,LT30ft
Amherst Shore,NS ,2,Full,ST
Dollar Lake,NS ,2,Full,ST
Porters Lake,NS ,2,Full,ST
Cape Chignecto,NS ,2,Full,ST
Boylston,ON ,2,Full,Tents
Mira River,NS ,4,Full,ST
Battery,NS ,2,Full,ST
Rissers Beach,NS ,2,Senior,Tents
Thomas Raddall,NB ,6,Full,Tents
Caribou Munroes,NS ,1,Full,ST
Five Islands,NB ,2,Full,ST
Ellenwood Lake,NS ,6,Full,Tents
Porters Lake,NS ,6,Full,Tents
Porters Lake,QC ,2,Full,LT20ft
Thomas Raddall,NS ,2,Full,ST
Laurie,NS ,4,Full,Tents
Mira River,AB ,4,Full,ST
Laurie,NS ,2,Full,ST
Rissers Beach,NS ,4,Full,LT30ft
Thomas Raddall,NS ,4,Full,ST
Porters Lake,NS ,5,Full,LT20ft
Blomidon,NS ,4,Full,Tents
Caribou Munroes,NS ,4,Full,LT30ft
Thomas Raddall,QC ,3,Senior,ST
Dollar Lake,NS ,3,Full,LT20ft
Rissers Beach,NS ,4,Senior,LT30ft
Graves Island,ON ,1,Full,ST
Blomidon,NS ,4,Full,ST
Rissers Beach,NS ,2,Full,LT20ft
Amherst Shore,NS ,2,Full,LT20ft
Mira River,NS ,2,Full,ST
Smileys,NS ,2,Full,ST
Caribou Munroes,QC ,2,Full,ST
Caribou Munroes,NS ,5,Full,LT30ft
Caribou Munroes,NS ,5,Full,ST
Caribou Munroes,ON ,2,Full,LT30ft
Graves Island,NS ,2,Full,ST
Porters Lake,NS ,2,Full,ST
Mira River,NS ,4,Full,LT30ft
Ellenwood Lake,NS ,2,Full,ST
Rissers Beach,NS ,4,Full,ST
Five Islands,ON ,2,Full,ST
Cape Chignecto,NB ,2,Full,ST
Five Islands,NS ,2,Full,LT20ft
Dollar Lake,NS ,4,Full,ST
Ellenwood Lake,NS ,5,Full,ST
Dollar Lake,NS ,2,Full,ST
Battery,NS ,4,Full,LT30ft
Dollar Lake,NS ,3,Full,ST
Rissers Beach,NS ,4,Full,ST
Thomas Raddall,NS ,2,Full,ST
Five Islands,NS ,2,Full,ST
Porters Lake,NS ,4,Full,ST
Caribou Munroes,NS ,5,Full,ST
Caribou Munroes,NS ,2,Full,ST
Caribou Munroes,QC ,2,Full,LT30ft
Smileys,NS ,6,Full,Tents
Rissers Beach,QC ,1,Senior,ST
Boylston,NS ,6,Full,LT40ft
Ellenwood Lake,NS ,2,Senior,LT30ft
Graves Island,NS ,2,Full,ST
Amherst Shore,NB ,2,Senior,ST
Laurie,NS ,4,Full,Tents
Laurie,ON ,1,Full,LT20ft
Smileys,NS ,2,Full,ST
Rissers Beach,ON ,2,Full,ST
Five Islands,NS ,3,Full,ST
Boylston,ON ,4,Full,ST
Battery,QC ,2,Full,ST
Thomas Raddall,NS ,2,Full,LT20ft
Mira River,NS ,2,Senior,ST
Mira River,NS ,2,Full,LT30ft
Graves Island,QC ,2,Full,ST
Mira River,ON ,2,Full,LT20ft
Smileys,NS ,2,Full,LT30ft
Caribou Munroes,NS ,2,Senior,LT30ft
Thomas Raddall,NS ,3,Full,ST
Laurie,NS ,2,Full,ST
Porters Lake,NS ,6,Full,LT20ft
Mira River,NS ,4,Full,LT20ft
Salsman,NS ,2,Full,LT30ft
Rissers Beach,NS ,2,Full,LT30ft
Laurie,ON ,5,Full,Tents
Mira River,QC ,2,Full,ST
Thomas Raddall,NS ,2,Full,ST
Rissers Beach,NS ,2,Full,ST
Battery,ON ,2,Senior,ST
Graves Island,BC ,2,Full,ST
Rissers Beach,ON ,4,Full,ST
Caribou Munroes,ON ,5,Full,LT30ft
Mira River,QC ,2,Full,ST
Battery,NS ,2,Full,ST
The Islands,ON ,2,Full,ST
Laurie,QC ,2,Full,ST
Caribou Munroes,QC ,2,Full,ST
Caribou Munroes,QC ,3,Full,LT20ft
Mira River,NS ,6,Full,LT40ft
Amherst Shore,NB ,3,Full,ST
Graves Island,ON ,5,Full,LT30ft
Caribou Munroes,QC ,2,Full,ST
Rissers Beach,ON ,1,Senior,ST
Rissers Beach,NS ,2,Senior,LT30ft
Rissers Beach,NS ,4,Full,Tents
Graves Island,NS ,2,Full,LT30ft
Rissers Beach,NS ,1,Full,LT20ft
Graves Island,NS ,5,Full,ST
Salsman,NS ,2,Full,LT20ft
Battery,NS ,2,Senior,ST
Five Islands,NS ,6,Full,LT30ft
Mira River,NS ,7,Full,ST
Smileys,ON ,2,Full,ST
Blomidon,QC ,1,Full,ST
Blomidon,NS ,2,Full,LT30ft
Amherst Shore,QC ,2,Veteran,ST
Porters Lake,NS ,2,Full,ST
Cape Chignecto,PE ,3,Full,ST
Mira River,NS ,2,Full,LT30ft
Rissers Beach,NS ,2,Full,LT20ft
Porters Lake,NS ,4,Full,Tents
Rissers Beach,NS ,4,Full,ST
Ellenwood Lake,NS ,6,Full,LT20ft
Mira River,NS ,4,Full,LT40ft
Five Islands,NS ,3,Full,Tents
Graves Island,QC ,2,Full,ST
Mira River,ON ,2,Full,ST
Whycocomagh,BC ,2,Full,LT30ft
Rissers Beach,QC ,2,Full,LT20ft
Five Islands,NS ,4,Full,ST
Blomidon,QC ,4,Full,LT40ft
Rissers Beach,NL ,2,Full,LT20ft
Mira River,ON ,1,Full,ST
Graves Island,QC ,2,Full,LT20ft
Dollar Lake,NS ,2,Full,ST
Caribou Munroes,NS ,3,Full,LT30ft
Amherst Shore,NB ,2,Full,ST
Cape Chignecto,NS ,3,Full,ST
Five Islands,NB ,3,Full,ST
Porters Lake,ON ,3,Full,LT20ft
Ellenwood Lake,NS ,2,Full,ST
Mira River,NS ,2,Full,ST
Laurie,NS ,2,Full,ST
Graves Island,NS ,3,FULL,LT40ft
Graves Island,BC ,2,Full,ST
Ellenwood Lake,ON ,2,Full,LT20ft
Whycocomagh,ON ,2,Senior,ST
Mira River,NS ,2,Full,ST
Five Islands,NS ,3,Full,ST
Dollar Lake,NS ,2,Full,LT40ft
Laurie,QC ,2,Full,ST
Smileys,NS ,3,Full,LT20ft
Battery,QC ,2,Full,LT20ft
Amherst Shore,NB ,2,Full,LT20ft
Porters Lake,QC ,3,Full,LT20ft
Porters Lake,NB ,2,Full,ST
Blomidon,ON ,4,Full,Tents
Laurie,NS ,4,Full,ST
Graves Island,NS ,1,Full,LT20ft
Valleyview,NS ,5,Full,ST
Five Islands,QC ,2,Full,LT30ft
Graves Island,NS ,2,Full,ST
Blomidon,NS ,2,Full,LT30ft
Boylston,NS ,1,Full,ST
Whycocomagh,NS ,2,Full,ST
Rissers Beach,ON ,2,Full,LT20ft
Graves Island,NS ,2,Full,LT30ft
Graves Island,BC ,2,Full,ST
Thomas Raddall,NS ,4,Full,ST
Caribou Munroes,NS ,2,Full,LT20ft
Blomidon,NS ,2,Veteran,ST
Cape Chignecto,NS ,1,Full,ST
Graves Island,QC ,3,Full,LT30ft
Caribou Munroes,NS ,4,Full,LT40ft
Rissers Beach,NS ,2,Full,ST
Caribou Munroes,NS ,1,Veteran,LT20ft
Mira River,NS ,2,Full,LT30ft
Thomas Raddall,NS ,2,Full,ST
Caribou Munroes,ON ,3,Full,ST
Rissers Beach,NS ,4,Full,ST
Laurie,QC ,1,Full,ST
Porters Lake,NS ,2,Full,LT30ft
Whycocomagh,NS ,4,Full,Tents
Porters Lake,NS ,4,Full,ST
Dollar Lake,NS ,6,Full,ST
Five Islands,NB ,2,Full,LT20ft
Rissers Beach,NS ,4,Full,LT20ft
Salsman,NS ,3,Full,LT20ft
Rissers Beach,ON ,2,Full,LT30ft
Ellenwood Lake,NS ,3,Full,ST
Five Islands,ON ,3,Full,ST
Blomidon,NS ,2,Full,LT20ft
Thomas Raddall,NS ,4,Full,LT20ft
Porters Lake,QC ,1,Full,ST
Caribou Munroes,NS ,3,Full,ST
Battery,ON ,1,Full,ST
Smileys,NS ,2,Full,ST
Salsman,NS ,2,Full,ST
Rissers Beach,NS ,2,Full,LT30ft
Rissers Beach,NS ,2,Full,LT40ft
Battery,ON ,3,Full,ST
Graves Island,NS ,1,Full,ST
Salsman,NS ,3,Full,ST
Whycocomagh,ON ,2,Full,LT30ft
Smileys,NS ,4,Full,LT20ft
Dollar Lake,NS ,2,Full,ST
Thomas Raddall,NS ,3,Full,ST
Mira River,NS ,4,Full,ST
Blomidon,NS ,1,Full,ST
Rissers Beach,NS ,1,Senior,LT20ft
Graves Island,ON ,6,Full,LT20ft
Rissers Beach,NS ,3,Full,LT30ft
Whycocomagh,NS ,2,Full,Tents
Rissers Beach,NS ,3,Full,LT20ft
Rissers Beach,NS ,5,Full,LT20ft
Salsman,NS ,2,Full,LT30ft
Amherst Shore,ON ,4,Full,LT30ft
Porters Lake,QC ,2,Full,ST
Graves Island,QC ,2,Full,LT30ft
Mira River,ON ,2,Full,ST
Ellenwood Lake,ON ,2,Senior,LT20ft
Caribou Munroes,NS ,2,Full,LT20ft
Caribou Munroes,NS ,2,Senior,ST
Rissers Beach,NS ,2,Full,ST
Laurie,NS ,4,Full,LT40ft
Mira River,NS ,3,Full,ST
Amherst Shore,QC ,2,Full,ST
Ellenwood Lake,NB ,5,Full,Tents
Battery,NS ,3,Full,LT20ft
Dollar Lake,NS ,1,Senior,LT20ft
Rissers Beach,QC ,4,Full,ST
Rissers Beach,NS ,2,Full,LT20ft
Rissers Beach,NS ,4,Full,ST
The Islands,NS ,2,Full,ST
Cape Chignecto,NS ,2,Full,ST
Dollar Lake,NS ,5,Full,ST
Rissers Beach,NS ,1,Full,Tents
Dollar Lake,NS ,2,Full,ST
Mira River,NS ,2,Full,LT40ft
Caribou Munroes,NS ,2,Full,ST
Smileys,NS ,3,Full,LT20ft
Salsman,NS ,4,Full,ST
Whycocomagh,NS ,5,Veteran,Tents
Rissers Beach,NS ,2,FULL,LT20ft
Laurie,QC ,1,Full,LT30ft
Dollar Lake,NS ,2,Full,Tents
Mira River,ON ,4,Full,LT30ft
Amherst Shore,NS ,4,Full,ST
Dollar Lake,NS ,5,Full,LT30ft
Dollar Lake,NS ,1,Full,ST
Battery,NS ,2,Full,ST
Graves Island,ON ,2,Full,LT20ft
Dollar Lake,NS ,4,Full,ST
Mira River,ON ,2,Full,LT30ft
Amherst Shore,NS ,4,Full,ST
Cape Chignecto,NS ,2,Full,ST
Dollar Lake,NS ,6,Full,Tents
Rissers Beach,NS ,2,Full,ST
Caribou Munroes,NS ,2,Full,ST
Graves Island,ON ,2,Full,LT20ft
Rissers Beach,NS ,1,Full,Tents
Dollar Lake,NS ,1,Full,ST
Smileys,NS ,2,Full,LT40ft
Blomidon,BC ,2,Full,ST
Laurie,NS ,2,Full,ST
Mira River,NB ,2,Full,ST
Cape Chignecto,NS ,2,Full,ST
Amherst Shore,QC ,2,Full,ST
Rissers Beach,NS ,4,Full,ST
Smileys,NS ,4,Full,ST
Ellenwood Lake,NS ,2,Full,LT20ft
Caribou Munroes,NS ,4,Full,LT20ft
Mira River,ON ,5,Full,LT30ft
Battery,NS ,2,Senior,ST
Thomas Raddall,NS ,2,Full,ST
Caribou Munroes,ON ,4,Full,ST
Mira River,NS ,2,Full,LT20ft
Five Islands,QC ,4,Full,LT30ft
Dollar Lake,NS ,4,Full,ST
Battery,NT ,2,Senior,ST
Battery,ON ,2,Full,LT20ft
Porters Lake,NS ,1,Veteran,ST
Thomas Raddall,NS ,2,Full,ST
The Islands,NS ,2,Senior,ST
Caribou Munroes,NS ,2,Full,LT30ft
The Islands,QC ,1,Full,ST
Mira River,ON ,2,Full,LT20ft
Mira River,NS ,3,Full,LT20ft
Laurie,NS ,2,Full,ST
The Islands,ON ,2,Full,ST
Porters Lake,NS ,2,Full,LT30ft
Boylston,NS ,2,Senior,ST
Graves Island,NS ,2,Full,LT20ft
Blomidon,NS ,2,Full,LT20ft
Valleyview,NS ,2,Full,ST
Battery,NS ,2,Full,ST
Rissers Beach,NS ,3,Full,ST
Rissers Beach,NS ,2,Full,LT20ft
Mira River,NS ,6,Full,LT20ft
Mira River,NS ,2,Full,ST
Caribou Munroes,QC ,3,Senior,LT20ft
Graves Island,ON ,4,Full,Greater than 40ft
Five Islands,QC ,2,Full,LT30ft
Porters Lake,NS ,2,Full,LT40ft
Ellenwood Lake,ON ,2,Full,ST
Dollar Lake,NS ,2,Senior,ST
Caribou Munroes,NS ,6,Full,ST
Ellenwood Lake,NS ,4,Full,ST
Laurie,NS ,2,Full,LT40ft
Porters Lake,NS ,1,Full,ST
Blomidon,NS ,2,Full,ST
Graves Island,NS ,2,Full,LT30ft
Whycocomagh,BC ,3,Full,ST
Mira River,NS ,2,Senior,LT20ft
Rissers Beach,NS ,4,Full,Tents
Graves Island,ON ,5,Full,LT30ft
Ellenwood Lake,ON ,4,Full,ST
Mira River,QC ,6,Full,Tents
Graves Island,ON ,1,Full,ST
Blomidon,ON ,2,Full,ST
Rissers Beach,NS ,4,Full,LT20ft
Dollar Lake,NS ,4,Full,ST
Dollar Lake,NS ,4,Full,Tents
Dollar Lake,NS ,6,Full,Tents
Rissers Beach,NS ,2,Senior,LT20ft
Rissers Beach,NS ,4,Full,ST
Blomidon,NS ,2,Full,ST
Porters Lake,NS ,4,Full,Tents
Laurie,NS ,2,Full,ST
Rissers Beach,NS ,3,Full,LT20ft
Mira River,QC ,3,Senior,LT30ft
Thomas Raddall,NS ,2,Full,ST
Blomidon,NS ,2,Full,ST
Caribou Munroes,BC ,2,Senior,ST
Thomas Raddall,NS ,4,Full,ST
Battery,AB ,1,Senior,ST
Caribou Munroes,NS ,5,Full,LT20ft
Graves Island,QC ,1,Full,ST
Rissers Beach,NS ,2,Full,LT30ft
Porters Lake,QC ,1,Full,ST
Porters Lake,NS ,6,Full,Tents
Boylston,ON ,2,Full,ST
Cape Chignecto,PE ,3,Full,Cabin
Battery,NS ,2,Senior,LT20ft
Five Islands,AB ,2,Full,LT30ft
Mira River,QC ,2,Full,ST
Caribou Munroes,NS ,5,Full,ST
Laurie,NS ,3,Full,LT20ft
Whycocomagh,BC ,2,Veteran,ST
Blomidon,QC ,2,Full,LT20ft
Rissers Beach,NS ,2,Senior,LT30ft
Graves Island,NS ,3,Full,ST
Whycocomagh,NS ,2,Full,LT30ft
Rissers Beach,NS ,5,Full,LT20ft
Mira River,QC ,3,Full,ST
Rissers Beach,NS ,2,Full,ST
Thomas Raddall,NS ,3,Full,LT20ft
Caribou Munroes,NS ,3,Full,Tents
The Islands,ON ,3,Full,LT30ft
Graves Island,NS ,2,Full,LT30ft
Caribou Munroes,NS ,2,Full,ST
Graves Island,NS ,2,Full,ST
Laurie,NS ,6,Full,ST
Blomidon,NS ,4,Full,LT20ft
Amherst Shore,ON ,4,Full,ST
Graves Island,NS ,2,Full,LT30ft
Whycocomagh,BC ,2,Senior,LT40ft
Thomas Raddall,NS ,2,Full,LT20ft
Five Islands,QC ,4,Full,LT30ft
Battery,NS ,1,Senior,LT20ft
Thomas Raddall,NS ,3,Full,LT30ft
Rissers Beach,ON ,2,Full,LT20ft
Graves Island,NS ,4,Full,ST
Five Islands,NS ,1,Full,ST
Rissers Beach,NS ,4,Full,ST
Smileys,NS ,3,Full,ST
Ellenwood Lake,NS ,4,Full,ST
Graves Island,NS ,4,Full,LT30ft
Laurie,NS ,2,Veteran,LT30ft
Blomidon,NS ,4,Full,LT30ft
Blomidon,AB ,1,Full,ST
Dollar Lake,NS ,4,Full,LT20ft
Blomidon,NS ,6,Full,ST
Graves Island,NS ,2,Full,LT30ft
Caribou Munroes,NS ,6,Full,LT20ft
Caribou Munroes,NS ,2,Full,LT20ft
Five Islands,NS ,6,Full,LT20ft
Rissers Beach,NS ,2,Full,LT30ft
Porters Lake,NS ,2,Full,LT30ft
Mira River,NS ,6,Full,Tents
Graves Island,NS ,2,Senior,LT20ft
Laurie,QC ,2,Full,LT30ft
Blomidon,NS ,2,Full,ST
Laurie,NS ,3,Full,Tents
Thomas Raddall,ON ,2,Full,ST
Caribou Munroes,NS ,1,Full,ST
Caribou Munroes,QC ,1,Full,ST
Amherst Shore,NS ,5,Full,ST
Battery,NS ,1,Senior,ST
Graves Island,NS ,2,Full,ST
Amherst Shore,NB ,3,Full,LT30ft
Porters Lake,NS ,4,Full,LT30ft
Graves Island,NS ,2,Full,LT20ft
Mira River,NS ,4,Full,LT40ft
Porters Lake,NS ,4,Full,Tents
Mira River,QC ,1,Full,ST
Graves Island,NS ,4,Full,LT30ft
Blomidon,NS ,3,Full,LT20ft
Blomidon,NS ,2,Senior,ST
Rissers Beach,NS ,4,Full,ST
Caribou Munroes,BC ,2,Senior,LT40ft
Blomidon,NS ,1,Full,ST
Thomas Raddall,NS ,6,Full,LT30ft
Five Islands,NS ,4,Full,ST
The Islands,NS ,2,Full,ST
Blomidon,ON ,2,Full,ST
Thomas Raddall,NS ,4,Full,LT20ft
Caribou Munroes,NS ,2,Full,LT30ft
Cape Chignecto,NS ,2,Full,ST
Mira River,NS ,4,Full,LT40ft
Mira River,NS ,3,Full,LT30ft
Rissers Beach,NS ,2,Full,LT20ft
Caribou Munroes,NS ,2,Full,ST
Graves Island,ON ,2,Full,LT20ft
Graves Island,NS ,2,Full,LT20ft
Caribou Munroes,NS ,2,Full,LT30ft
Battery,QC ,2,Full,ST
Thomas Raddall,NS ,2,Full,ST
Battery,QC ,2,Full,ST
Ellenwood Lake,QC ,1,Full,LT20ft
Five Islands,NB ,2,Full,LT20ft
Amherst Shore,NS ,2,Full,LT30ft
Salsman,NS ,2,Full,ST
Five Islands,QC ,2,Full,LT20ft
Mira River,NS ,1,Full,ST
Blomidon,NS ,3,Full,ST
Ellenwood Lake,ON ,2,Full,ST
Battery,NL ,2,Full,LT20ft
